insurance_type,age,vehicle_age,claim_amount,annual_premium,incidents,witness_count,policy_type,collision_type,police_report,is_fraud
health,78,12,1981.44,2141.02,0,3,standard,none,no,0
health,77,18,3034.01,797.93,0,0,standard,front,no,0
health,49,6,7069.15,2509.9,0,3,basic,none,no,0
health,45,1,10311.52,2087.35,1,1,basic,none,yes,0
auto,54,17,2122.59,1751.18,2,1,premium,none,yes,0
health,29,9,2595.38,2165.59,0,0,basic,front,yes,0
auto,44,0,16763.56,1473.49,0,0,basic,none,no,0
property,31,16,3894.74,1344.86,0,2,standard,front,no,0
health,26,13,13047.52,1602.08,1,1,premium,none,yes,0
property,23,1,4208.24,1433.53,0,0,basic,none,no,0
auto,54,5,4325.69,5379.04,0,2,standard,none,yes,0
health,18,0,2939.98,2852.46,1,1,basic,side,yes,0
health,58,19,7042.99,1114.06,1,1,standard,none,yes,0
property,44,0,9418.62,5004.78,0,3,basic,none,no,0
property,40,15,1764.28,1456.18,1,1,premium,none,yes,0
auto,65,10,2844.9,1834.87,0,1,standard,rear,no,0
property,51,11,6908.83,2831.92,1,2,premium,none,yes,0
property,63,16,3325.3,675.2,0,3,standard,side,no,0
property,61,17,2577.64,1605.98,0,2,premium,none,no,0
health,19,2,7381.11,1357.41,1,1,standard,none,yes,0
property,31,0,7882.63,2003.28,2,1,standard,none,no,0
auto,53,2,2657.79,2175.52,1,0,basic,front,no,0
auto,78,13,4224.5,1739.53,1,0,standard,none,yes,0
auto,27,11,1562.54,1699.65,0,3,basic,none,yes,0
health,24,1,1945.28,3079.63,0,2,standard,side,no,0
property,76,4,3971.57,2102.21,1,1,standard,none,yes,0
health,77,10,3721.88,1845.88,0,3,standard,front,yes,0
auto,28,14,1850.45,1946.79,1,3,standard,side,no,0
health,42,6,2205.74,4527.59,0,2,standard,none,yes,0
health,56,18,1727.57,1971.08,0,1,standard,rear,no,0
auto,30,19,5006.75,1397.97,3,2,standard,none,no,0
health,38,15,918.42,696.1,0,3,basic,front,no,0
health,42,9,1793.45,882.74,0,2,standard,none,yes,0
health,57,17,988.26,1431.51,1,1,standard,rear,no,0
property,37,14,4882.02,1712.67,1,2,standard,none,no,0
auto,43,10,1030.8,1369.48,1,3,basic,none,no,0
auto,35,8,3722.72,2155.06,0,1,basic,none,no,0
health,65,16,11472.03,1360.69,1,0,standard,front,no,0
property,27,11,11747.59,1144.54,1,2,premium,none,no,0
auto,32,3,1028.51,2456.08,1,2,basic,front,no,0
property,33,19,4486.76,3585.66,0,3,premium,side,no,0
health,74,1,1822.05,1039.42,0,0,basic,rear,yes,0
auto,76,13,1579.41,2042.35,0,3,premium,front,yes,0
auto,49,13,3362.94,697.5,1,3,premium,none,no,0
auto,27,11,8602.46,865.0,0,2,standard,side,no,0
auto,64,1,5540.06,1346.98,0,0,premium,none,no,0
auto,48,9,2207.03,3188.98,3,0,standard,none,no,0
health,70,17,5964.16,1224.94,1,1,basic,side,no,0
health,40,4,757.03,1202.25,1,0,standard,rear,yes,0
health,79,13,2149.39,1840.96,3,2,basic,front,no,0
auto,68,17,2045.25,1841.88,0,3,basic,side,yes,0
auto,31,19,3846.14,1221.01,0,1,basic,rear,no,0
property,62,10,3159.03,4881.03,0,2,standard,none,no,0
property,35,6,3297.67,1583.38,0,3,standard,none,no,0
health,39,13,3221.8,1913.7,1,3,standard,rear,yes,0
auto,33,9,3698.51,1478.98,2,2,premium,side,no,0
property,60,12,5313.96,2252.93,0,0,premium,none,no,0
property,34,14,4042.15,3352.56,0,0,standard,none,yes,0
auto,57,14,2983.8,4154.02,0,3,premium,none,no,0
auto,54,4,4823.35,1235.05,2,3,basic,none,yes,0
auto,64,15,6491.74,3135.04,1,3,standard,front,yes,0
health,79,10,2467.06,2379.96,3,1,basic,none,no,0
health,18,18,3492.66,2943.25,0,0,basic,side,no,0
auto,79,13,8211.86,1726.86,1,2,basic,rear,no,0
auto,24,17,1682.55,1646.62,0,2,basic,none,no,0
auto,50,19,12878.2,2886.67,1,0,premium,none,yes,0
health,39,19,1425.95,2914.19,0,1,standard,none,no,0
health,57,14,2859.05,3955.49,0,1,premium,none,no,0
auto,62,11,1872.2,1996.75,3,1,standard,none,no,0
health,71,2,16840.62,1713.93,0,3,standard,side,no,1
property,42,7,2559.72,528.52,2,1,basic,side,yes,0
auto,75,9,2564.22,807.84,2,3,premium,none,no,0
health,37,15,2808.7,1484.56,1,0,basic,front,yes,0
auto,30,11,3892.95,1042.6,2,3,standard,rear,yes,0
auto,41,8,2893.12,2716.41,1,2,premium,side,no,0
property,50,2,3317.54,939.16,0,2,standard,none,no,0
property,59,14,307.83,1407.19,2,1,standard,none,yes,0
auto,69,8,3789.59,1435.1,1,0,basic,none,yes,0
auto,31,0,3686.62,3302.29,0,0,standard,none,no,0
auto,36,5,7532.62,1333.92,1,1,basic,none,no,0
health,76,17,9102.85,2266.99,1,1,basic,side,no,0
auto,45,2,3192.64,1993.91,2,0,basic,none,no,0
auto,32,8,6446.94,2840.24,2,0,standard,none,yes,0
auto,79,10,1683.96,2765.86,1,2,premium,none,no,0
health,45,1,6230.05,1778.06,0,2,standard,rear,no,0
property,79,3,2438.81,774.22,0,0,standard,none,no,0
auto,74,18,1588.76,1610.23,2,3,standard,none,yes,0
health,74,11,3197.38,1790.09,0,3,basic,rear,no,0
property,54,4,9704.36,2086.0,0,3,standard,front,yes,0
auto,67,3,4132.77,1250.4,0,0,basic,rear,yes,0
property,77,8,10379.02,3198.54,0,1,standard,none,no,0
health,34,14,2155.74,1820.4,0,0,premium,front,yes,0
health,20,14,7581.72,1141.1,1,0,basic,none,yes,0
health,37,3,2306.5,1437.82,1,3,basic,none,yes,0
auto,57,14,4263.01,4742.27,2,3,basic,none,no,0
auto,51,17,4237.28,2520.44,0,0,standard,side,no,0
auto,22,4,5785.12,3054.06,1,1,basic,none,no,0
health,52,0,4339.52,1074.07,1,0,standard,none,no,0
property,28,19,2170.19,1281.24,1,3,basic,none,yes,0
auto,49,10,6742.69,1286.0,2,2,standard,side,no,0
auto,53,15,12236.27,1982.66,1,1,premium,none,no,0
auto,57,6,2419.55,1657.39,0,3,basic,none,yes,0
property,43,5,1007.61,1415.52,0,0,standard,none,no,0
auto,43,4,5164.29,1507.13,0,1,basic,rear,no,0
property,60,4,2887.58,1215.59,0,2,basic,none,no,0
auto,64,9,3321.69,1652.56,1,1,basic,side,no,0
auto,68,2,5373.98,3154.57,1,2,basic,front,no,0
auto,38,16,2645.26,848.47,1,0,premium,none,no,0
auto,44,10,3016.35,2150.04,0,2,standard,front,no,0
auto,38,18,3394.52,3604.89,3,2,premium,side,yes,0
property,50,10,10186.59,1649.8,3,0,basic,front,yes,0
health,25,6,3718.4,1387.92,0,1,standard,side,yes,0
auto,44,10,1533.07,2870.14,0,1,standard,none,no,0
health,29,3,1576.38,1105.32,1,2,basic,rear,no,0
auto,51,16,4013.67,1787.64,0,1,standard,front,yes,0
health,70,14,1651.44,1075.0,2,1,premium,none,yes,0
health,79,2,1219.73,709.78,1,0,premium,none,no,0
property,45,11,5680.96,1675.74,1,3,premium,front,no,0
health,21,10,5879.04,961.32,0,2,basic,front,no,0
auto,32,4,2813.84,1797.52,1,2,premium,none,yes,0
auto,24,2,4471.87,3157.43,2,1,premium,none,no,0
auto,65,15,4153.41,4569.36,0,2,standard,none,no,0
auto,79,5,5550.78,1894.6,0,0,basic,front,no,0
auto,52,10,5559.84,3009.74,0,1,basic,side,no,0
auto,28,4,587.54,2207.2,2,1,basic,none,no,0
property,19,13,3076.82,1492.85,0,1,basic,none,no,0
property,78,0,5231.92,690.64,3,2,premium,none,no,0
auto,37,7,2731.7,4077.53,1,1,premium,rear,no,0
property,24,10,3734.4,1070.04,1,2,premium,side,no,0
health,28,8,6157.89,3609.72,1,2,basic,none,yes,1
auto,33,12,3853.16,2364.69,1,3,standard,none,no,0
property,58,3,10462.4,1109.86,1,0,standard,none,yes,0
property,73,8,8013.56,2113.29,1,3,standard,rear,no,0
health,35,15,3350.97,5252.48,2,0,basic,none,no,0
health,60,6,3169.62,3896.47,0,2,premium,front,yes,0
auto,22,3,495.11,1399.18,0,1,standard,side,no,0
health,18,16,2897.05,1266.5,0,3,standard,side,no,0
health,21,15,1411.93,1900.94,1,0,basic,side,yes,0
health,75,13,4250.79,1664.44,0,1,basic,front,no,0
auto,54,15,4052.18,3294.04,0,0,standard,rear,no,0
health,67,15,5925.97,2617.03,0,3,standard,front,yes,0
property,19,14,9678.57,775.79,0,2,premium,rear,no,0
property,19,10,3574.61,2274.1,1,0,basic,front,no,0
auto,70,0,17966.99,1653.18,2,3,basic,none,no,0
auto,24,11,4284.32,1841.9,2,1,premium,none,yes,0
auto,27,5,1455.13,2047.7,0,0,standard,rear,yes,0
health,50,15,2456.64,3292.38,1,1,standard,none,yes,0
auto,55,9,2804.77,2948.04,1,3,premium,rear,no,0
property,32,18,5510.93,1242.81,0,3,standard,front,yes,0
health,45,11,1876.05,1755.82,1,0,standard,side,no,0
auto,59,11,2955.48,1444.82,0,3,basic,none,no,0
health,45,18,3252.8,779.83,1,3,standard,rear,no,0
auto,41,9,2660.62,1711.82,0,1,standard,none,no,1
auto,22,7,6425.25,4547.7,0,2,standard,none,no,0
auto,46,7,5704.01,768.14,2,1,standard,side,yes,0
health,67,17,8238.69,1786.42,3,1,basic,none,yes,0
property,56,15,2887.89,1758.0,2,2,basic,front,no,0
auto,73,3,8448.71,2087.8,0,2,standard,none,no,0
health,25,9,1401.36,1117.26,0,1,standard,none,yes,0
auto,18,7,1377.65,886.65,2,1,basic,side,no,0
auto,51,12,1556.72,907.51,3,1,premium,rear,yes,0
health,29,1,3664.5,3517.36,0,1,basic,none,no,0
property,54,14,8447.83,1106.17,1,0,standard,side,no,0
property,74,14,2388.69,1408.41,0,1,standard,none,yes,0
health,38,4,2607.94,5178.74,0,2,standard,side,no,0
auto,52,3,3130.0,1252.47,0,3,basic,front,no,0
auto,60,12,5436.98,2145.65,0,3,basic,front,no,0
auto,27,5,2606.24,3077.6,0,3,basic,front,no,0
property,73,18,2506.41,3004.48,1,3,basic,none,yes,0
health,30,15,1419.73,929.1,1,2,basic,side,no,0
auto,68,19,2440.1,1265.63,3,2,standard,none,no,0
auto,58,10,8301.76,2103.13,1,3,standard,side,no,0
auto,26,18,3880.22,4743.4,0,0,basic,rear,no,0
health,62,0,2169.17,1235.52,1,0,standard,side,no,0
auto,30,5,8649.88,1412.61,0,1,basic,none,no,0
property,55,0,2417.16,2230.07,1,2,premium,none,no,0
auto,77,13,9837.62,2464.71,1,3,standard,side,no,0
property,77,10,9725.68,2540.53,0,1,standard,none,yes,0
auto,72,5,3786.54,1184.2,0,3,basic,side,no,0
auto,48,6,1275.4,1385.72,1,1,standard,none,yes,0
auto,52,12,18081.61,2013.74,1,1,basic,rear,yes,0
auto,36,3,4774.73,3398.73,0,3,premium,none,no,1
property,75,10,2902.36,1604.81,1,0,basic,side,no,0
property,47,12,7110.23,1787.99,0,3,standard,front,no,0
auto,65,4,5952.77,1082.51,1,0,standard,none,no,0
health,40,4,9114.82,4589.9,0,3,standard,none,yes,0
health,63,7,2290.11,1953.02,0,1,standard,side,no,0
health,31,11,4550.22,3099.13,3,2,premium,none,no,0
auto,63,5,1587.46,1835.27,3,2,basic,front,yes,0
auto,20,7,5804.76,1886.79,0,1,basic,rear,no,0
auto,24,10,3582.94,853.93,2,2,premium,none,yes,0
property,39,3,4432.44,616.85,2,3,basic,none,no,0
auto,47,11,3286.42,3381.09,1,3,standard,rear,no,0
health,62,2,3054.31,1880.0,4,0,basic,none,no,0
property,40,2,1982.75,2004.63,1,1,basic,none,no,0
auto,19,4,6331.56,968.23,0,3,basic,none,no,0
auto,38,5,10329.85,1151.09,1,2,premium,front,no,0
auto,45,0,2465.95,3075.28,1,0,basic,side,no,0
health,51,19,5364.07,4315.95,0,0,basic,rear,no,0
auto,57,6,4927.21,1325.26,0,3,basic,side,yes,0
auto,33,16,3661.65,2529.41,0,1,basic,none,no,0
auto,55,18,1250.61,1988.25,0,2,basic,side,no,0
health,57,16,1463.93,1702.3,0,3,premium,front,no,0
health,66,16,2107.62,4564.11,1,0,standard,none,no,0
auto,50,2,814.6,1441.44,1,1,basic,side,yes,0
health,68,7,9755.84,3362.22,4,0,basic,none,yes,0
auto,31,14,4709.76,2187.93,0,3,basic,none,yes,0
auto,62,11,3565.38,1792.84,1,1,basic,none,no,0
auto,20,0,785.9,3590.36,2,3,basic,front,no,0
health,24,11,1015.66,2090.31,1,1,premium,side,yes,0
health,71,16,3634.99,1722.94,1,0,basic,front,yes,0
auto,47,16,14462.91,3603.72,1,3,basic,none,yes,0
auto,56,7,2232.66,3376.62,0,2,standard,none,no,0
auto,55,4,6665.22,3297.7,2,0,basic,none,no,0
auto,61,6,2602.08,258.81,0,2,standard,side,yes,0
auto,33,5,3784.49,2253.16,0,1,standard,none,no,0
auto,29,6,8520.91,2010.34,2,0,basic,side,yes,0
auto,20,6,2857.88,1776.8,0,1,premium,side,no,0
auto,71,9,2246.05,2452.57,1,3,basic,rear,no,0
auto,31,0,9824.65,2059.62,0,0,basic,none,yes,0
auto,53,5,3758.93,2537.42,1,1,standard,none,no,0
health,46,6,7815.34,1581.33,1,1,standard,none,no,0
auto,28,3,2253.69,3824.15,1,2,basic,none,yes,0
health,43,17,9746.58,2669.03,0,3,basic,none,yes,0
auto,23,13,4409.6,2371.47,1,3,premium,none,yes,0
auto,28,18,4936.2,2314.28,1,2,standard,none,yes,0
auto,26,11,3992.37,3224.85,1,0,standard,rear,yes,0
auto,69,2,2555.92,3013.46,0,3,standard,none,no,0
health,53,18,3636.66,1708.92,1,0,standard,none,yes,0
auto,75,9,2670.94,2966.55,2,1,standard,side,no,0
auto,45,13,7127.26,1972.44,1,3,basic,rear,no,0
auto,30,7,3158.52,4714.81,2,0,basic,side,no,0
auto,55,9,1277.22,3130.24,0,0,standard,rear,no,0
property,75,9,1123.72,1322.39,0,0,standard,none,no,0
property,51,5,1087.13,5798.5,1,1,standard,front,no,0
auto,19,11,5611.53,632.06,1,1,standard,none,yes,0
auto,36,14,1626.11,2486.61,2,1,standard,front,no,0
auto,75,0,4492.03,1276.5,0,0,basic,none,yes,0
auto,50,2,4006.21,4633.6,1,0,standard,none,yes,0
auto,77,16,3479.71,2051.66,3,0,premium,none,yes,0
auto,49,11,4948.72,1215.73,2,0,standard,side,no,0
auto,18,19,4067.62,1582.49,0,2,premium,front,yes,0
auto,72,12,546.31,1265.26,0,0,premium,rear,no,0
auto,65,13,2902.89,1551.71,1,0,basic,none,no,0
health,62,17,4902.85,1534.06,0,2,standard,side,no,0
property,78,13,11478.12,1241.93,1,2,standard,front,no,0
auto,30,6,11855.18,2069.44,3,3,standard,none,no,1
health,74,10,1402.2,2198.68,1,2,standard,none,yes,0
auto,32,4,2850.34,1098.66,3,3,basic,side,no,0
auto,78,6,1216.48,789.08,0,2,basic,front,yes,0
health,29,13,10550.41,2112.18,0,2,basic,none,yes,0
auto,52,2,7398.25,2358.92,0,1,basic,none,no,0
property,66,13,4653.67,2604.79,0,0,basic,none,yes,0
property,22,11,4089.86,2381.74,0,2,basic,side,no,0
auto,22,6,9570.51,3969.35,0,3,basic,none,no,0
auto,70,0,8500.9,2976.59,3,1,standard,rear,no,0
auto,21,14,8189.69,6904.4,0,1,standard,side,yes,0
property,56,16,5012.43,8521.29,0,0,standard,rear,yes,0
auto,76,14,2851.33,750.66,1,2,basic,side,yes,0
health,56,8,6229.1,602.71,1,1,premium,front,no,0
auto,47,13,6446.09,1801.37,0,0,basic,side,no,0
health,43,8,3186.1,2326.49,0,0,standard,rear,no,0
auto,57,7,2847.3,1740.73,1,1,premium,rear,yes,0
property,53,6,8049.13,2570.33,1,1,premium,none,no,0
health,49,4,11671.22,1579.52,0,1,standard,none,yes,0
auto,27,19,2154.73,1277.97,0,2,basic,none,no,0
auto,59,13,3027.94,1378.23,2,2,standard,none,no,0
auto,63,3,4654.8,1635.85,2,3,standard,none,no,0
health,61,17,5118.51,2756.61,2,1,standard,rear,no,0
property,22,3,2525.88,1417.47,0,0,basic,none,yes,0
auto,61,11,13608.7,1564.8,1,2,premium,front,no,0
property,63,3,4892.54,2404.53,0,0,premium,front,no,0
auto,29,7,5281.52,1636.97,0,3,standard,none,yes,0
property,70,13,12471.72,3160.09,0,0,premium,side,yes,0
property,50,19,2658.87,1141.67,1,3,standard,side,no,0
health,47,19,3422.4,1024.35,1,3,basic,none,no,0
property,62,17,1514.25,2105.51,0,2,standard,front,no,0
auto,49,4,3227.15,2213.09,1,1,standard,front,yes,0
health,51,1,1284.02,1173.24,0,1,standard,none,no,0
auto,37,18,6145.62,3539.7,2,1,basic,none,no,0
auto,75,18,4885.36,4733.73,0,1,standard,none,no,0
health,78,5,2999.05,1320.91,0,0,basic,side,yes,0
property,26,0,3393.79,3803.4,1,0,standard,none,yes,0
property,63,12,6204.48,549.46,2,3,premium,none,no,0
health,19,1,1644.09,3096.59,3,0,basic,none,no,0
property,40,0,4200.33,1177.46,0,1,standard,rear,no,0
health,78,18,5941.14,2945.51,1,3,basic,none,yes,0
health,28,9,1045.66,1118.07,0,0,standard,side,no,0
auto,41,2,5880.85,1747.18,1,3,premium,none,no,0
auto,31,13,1127.95,1205.85,0,1,basic,none,no,0
auto,63,7,3353.25,1624.67,1,1,basic,none,no,0
health,46,10,1612.64,4514.1,1,2,premium,side,no,0
health,54,17,9915.68,1713.05,3,3,basic,front,yes,0
property,76,4,1619.73,5193.44,1,1,basic,front,yes,0
property,50,12,1146.96,1490.84,1,0,standard,none,no,0
health,63,16,3997.19,3811.9,0,3,basic,none,no,0
health,24,8,2725.5,802.04,1,0,basic,rear,no,0
health,31,19,1270.01,1566.73,0,3,standard,front,no,0
health,76,8,5260.97,1382.91,0,1,standard,side,yes,0
auto,71,9,903.21,3900.47,0,2,basic,front,no,0
property,58,17,1762.75,1983.51,2,3,standard,front,yes,0
property,41,12,2434.14,636.48,2,3,basic,rear,no,0
health,30,17,6384.04,939.11,1,0,basic,side,no,0
auto,70,15,9016.65,1089.71,0,3,premium,none,no,0
auto,66,14,7878.93,2884.26,2,2,standard,front,no,0
property,32,4,3270.53,2704.04,0,1,standard,rear,no,0
property,54,7,665.73,1555.89,1,1,standard,none,no,0
property,56,17,4786.7,1374.36,1,3,standard,front,no,0
health,47,12,10192.44,2586.84,2,0,standard,rear,no,0
health,75,5,8635.64,1027.86,2,2,basic,rear,yes,0
auto,25,6,5034.47,2272.95,0,2,basic,side,no,0
health,33,15,1583.43,2178.21,1,2,basic,none,yes,0
auto,23,3,2520.68,1576.09,0,1,premium,rear,no,0
property,60,2,14096.33,2205.79,2,2,standard,none,yes,0
auto,57,15,1350.58,1902.73,1,2,basic,front,no,0
property,79,5,1630.29,2318.58,1,3,basic,none,no,0
auto,51,15,7042.98,927.92,0,3,premium,none,no,0
auto,27,10,2692.4,2458.36,2,3,basic,side,no,0
health,45,19,1592.04,3020.87,2,0,standard,none,yes,0
health,23,10,10610.29,2122.77,0,1,standard,side,no,0
health,59,17,5027.81,2442.09,0,3,premium,rear,yes,0
health,59,17,2787.05,1711.35,1,2,basic,none,no,0
health,71,4,1632.65,2823.31,0,1,standard,rear,no,0
auto,39,19,15262.97,1868.0,0,2,basic,none,yes,0
property,37,14,3579.16,1018.44,1,1,premium,none,yes,0
property,22,2,9683.03,2724.68,1,3,basic,none,no,0
health,43,0,6805.89,798.65,0,2,standard,none,no,0
auto,47,5,2528.47,2082.64,0,1,standard,none,no,0
health,64,0,2542.6,1492.02,2,2,premium,rear,yes,0
auto,64,7,10020.82,1445.1,1,0,basic,none,no,0
property,26,19,10135.12,1970.4,1,3,basic,rear,no,0
auto,35,9,978.64,1268.2,3,0,standard,rear,no,0
auto,49,0,5349.97,2335.78,1,0,basic,side,no,0
auto,38,9,3344.76,1860.12,1,0,basic,side,yes,0
health,19,4,1766.36,1327.9,1,0,basic,rear,no,0
health,70,17,4373.08,3530.13,1,0,premium,none,yes,0
health,63,1,1415.56,2002.98,1,0,standard,none,no,0
auto,50,15,2626.69,2478.48,0,1,standard,none,yes,0
property,37,8,2081.97,3671.28,0,3,premium,none,yes,0
auto,70,0,2566.11,3641.28,2,0,standard,none,yes,0
auto,20,13,3463.26,2416.06,2,2,standard,none,yes,0
health,45,9,1788.45,1554.13,1,3,basic,none,no,0
health,67,15,10951.43,884.61,1,3,standard,rear,no,0
health,77,12,5142.52,2004.89,2,1,standard,rear,no,0
auto,33,15,12787.13,3125.32,1,0,basic,front,no,0
health,58,9,3254.99,2158.48,0,1,premium,side,no,0
auto,29,0,2479.59,323.02,3,2,basic,none,no,0
auto,25,2,12467.63,2793.45,0,3,basic,front,no,0
auto,39,9,2429.3,2880.59,0,0,standard,none,no,0
health,72,7,3213.76,1555.25,1,1,premium,side,no,0
auto,60,15,6027.17,2963.66,0,2,basic,none,no,0
auto,48,8,1530.87,2474.97,0,2,basic,rear,yes,0
auto,35,17,5990.36,1283.37,0,1,standard,front,yes,0
auto,26,3,5477.17,3414.04,0,3,premium,none,yes,0
auto,34,7,8853.14,959.36,0,3,basic,front,no,0
health,27,15,6788.81,1757.03,0,1,basic,none,no,0
auto,29,2,9045.16,1671.54,1,2,premium,side,yes,0
auto,60,6,3370.12,1196.65,0,1,standard,none,no,0
health,26,15,1990.48,2104.63,1,2,basic,none,no,0
auto,20,11,15946.42,3481.38,0,1,basic,none,no,0
health,51,15,1250.52,3374.06,0,1,standard,front,yes,0
health,35,10,1341.36,2596.27,1,1,standard,none,yes,0
health,46,17,5407.76,774.36,0,0,basic,front,no,0
health,26,17,11355.87,927.07,1,2,basic,none,yes,1
auto,31,19,4157.57,1964.68,2,3,premium,none,no,0
auto,45,2,7328.4,1777.36,0,1,standard,rear,no,0
auto,60,11,900.49,1409.46,3,3,standard,none,no,0
property,43,2,2566.55,4687.53,0,1,basic,side,no,0
auto,51,4,980.67,1906.32,0,0,basic,rear,yes,0
auto,50,6,6287.3,2371.33,0,1,premium,none,yes,0
health,34,12,1232.67,2962.97,1,1,standard,none,no,0
health,35,8,1488.5,1858.41,1,0,basic,none,no,0
property,44,17,5217.73,6604.66,2,1,standard,none,yes,0
auto,19,5,7656.25,1129.82,0,0,basic,front,no,0
property,60,12,3257.52,1335.37,1,3,basic,none,no,0
health,56,15,5426.89,1128.44,1,2,basic,none,no,0
health,36,19,5305.25,3949.44,1,1,premium,side,no,0
auto,41,4,3131.29,2700.1,0,0,standard,none,yes,0
auto,38,14,1692.07,1377.36,2,2,standard,rear,no,0
auto,58,1,5406.86,1173.87,0,2,basic,none,yes,0
health,65,10,5592.42,3613.55,1,1,premium,front,no,0
auto,24,8,6807.75,2166.45,0,3,basic,rear,no,1
auto,43,19,4529.86,3659.97,0,0,basic,none,no,0
auto,18,15,1606.88,1754.48,1,3,premium,rear,no,0
property,46,18,5903.13,2335.0,0,1,premium,rear,no,0
auto,33,17,3637.43,2100.88,0,1,basic,rear,yes,0
auto,38,8,2596.93,1323.38,0,1,basic,none,no,0
health,46,14,2962.4,1682.32,1,1,standard,rear,no,0
property,38,0,2245.81,1000.09,1,0,basic,front,yes,0
health,42,11,6783.11,2314.74,1,2,standard,front,no,0
health,65,0,1349.27,2645.52,2,1,standard,none,no,0
auto,68,14,1816.31,2966.33,1,2,standard,none,no,0
auto,18,19,2892.45,2523.17,2,2,basic,none,yes,0
auto,41,13,11266.91,1695.77,1,3,standard,front,no,0
auto,70,16,7615.92,3928.39,1,0,premium,front,yes,0
auto,50,4,1154.49,2824.69,1,1,standard,none,no,0
health,30,19,9376.32,3620.16,0,2,basic,rear,yes,0
auto,54,11,9363.68,3735.52,1,0,premium,rear,no,0
health,26,13,1600.7,1697.99,0,2,basic,none,no,0
auto,19,15,623.27,2195.01,0,1,basic,rear,no,0
property,57,12,3461.46,2663.2,2,3,basic,side,no,0
property,49,6,7988.01,1017.83,1,3,basic,rear,no,0
auto,64,12,11090.93,1029.18,0,3,basic,rear,yes,0
auto,39,13,1979.15,944.21,0,2,standard,none,no,0
property,70,17,12411.58,1712.91,2,2,basic,rear,no,0
property,44,9,765.44,1530.49,0,3,basic,front,no,0
auto,63,10,2814.01,881.98,1,3,premium,side,yes,0
auto,24,10,2718.82,1948.24,1,2,basic,front,no,0
property,24,2,8157.03,1723.63,0,3,standard,none,no,0
health,66,1,9034.55,3265.34,1,3,premium,none,no,0
health,69,0,7100.76,4946.77,1,0,basic,none,no,0
auto,76,13,1414.62,2271.57,2,2,basic,front,no,0
property,38,8,6659.72,1276.25,0,1,basic,rear,yes,0
health,19,17,5199.56,2498.29,1,3,standard,front,yes,0
auto,78,14,1130.18,1816.47,1,2,basic,none,no,0
health,55,2,856.7,1603.49,1,3,premium,none,no,0
auto,33,2,7529.56,1175.21,0,1,standard,rear,yes,0
auto,65,7,3209.69,1433.52,2,3,standard,none,no,0
health,74,18,1480.85,1654.25,0,0,premium,none,no,0
health,35,0,3147.24,2702.81,0,3,basic,none,no,0
property,65,3,4697.7,2334.41,0,0,standard,none,no,0
health,66,0,3435.8,4504.3,1,2,standard,none,no,0
auto,49,8,1228.57,2533.02,3,2,standard,rear,yes,0
auto,57,19,13628.11,2235.34,0,2,standard,side,no,0
health,34,13,7353.65,1551.36,1,0,basic,none,no,0
auto,75,9,2879.11,1076.28,0,2,standard,none,no,0
health,78,2,2961.45,1359.75,2,2,standard,none,yes,0
auto,78,7,4682.75,1274.21,0,3,standard,side,yes,0
auto,63,10,1651.21,502.48,0,1,premium,side,no,0
auto,20,5,4563.63,1091.91,1,3,standard,none,no,0
auto,40,14,1434.38,4028.32,2,2,premium,side,no,0
auto,45,19,3465.55,2173.95,3,3,basic,none,no,0
health,77,4,1606.8,1497.78,0,3,basic,side,yes,0
auto,51,5,1664.6,2206.67,3,1,basic,none,no,0
property,51,2,11521.91,680.82,1,1,basic,side,no,0
health,27,14,3795.07,2081.93,0,3,standard,none,yes,0
health,67,9,4209.86,3424.62,0,3,basic,side,yes,0
property,38,5,890.72,1701.8,0,3,standard,none,yes,0
property,23,4,2397.3,745.46,1,2,premium,side,yes,0
property,79,1,5028.36,1470.02,1,2,standard,none,yes,0
auto,29,9,4170.93,3427.65,0,0,basic,none,no,0
auto,19,13,806.08,2057.64,1,1,premium,rear,no,0
health,22,4,4209.07,889.66,0,0,standard,side,no,0
health,46,0,4705.99,5906.53,1,3,standard,none,yes,0
health,24,9,8943.06,965.93,0,0,basic,none,yes,0
health,70,13,2301.55,1601.25,1,3,standard,side,no,0
auto,49,6,757.9,1076.32,0,3,basic,rear,yes,0
auto,38,5,1812.13,1077.07,1,1,basic,none,no,0
health,18,3,1689.27,1442.2,2,2,basic,none,yes,0
health,47,14,6097.88,2485.12,1,2,standard,none,no,0
property,27,17,543.64,3447.02,0,2,basic,front,no,0
health,78,15,2660.18,1490.57,2,2,basic,side,yes,0
auto,36,10,9877.92,1091.09,0,1,standard,side,no,0
auto,47,14,3659.38,2296.91,0,2,basic,rear,no,0
auto,19,7,6818.68,2330.83,1,3,basic,none,yes,0
auto,26,0,1153.71,2038.95,1,1,premium,side,no,0
health,30,7,1186.32,2075.32,0,1,premium,front,no,0
health,21,14,9957.38,1709.09,2,1,premium,side,no,0
property,63,12,3908.27,1898.99,1,3,standard,side,yes,0
health,76,19,3913.91,1651.06,1,3,basic,none,no,0
auto,79,19,1664.52,3087.52,2,1,basic,none,no,0
health,34,4,3907.09,5509.5,0,3,standard,none,no,0
auto,66,0,1632.46,1977.97,1,3,premium,rear,yes,0
auto,49,5,8356.62,1802.11,1,1,basic,none,yes,0
auto,20,17,24574.92,2054.79,1,3,basic,none,no,1
auto,23,16,5109.0,1301.2,1,3,standard,none,no,0
auto,51,1,2334.46,2650.46,1,3,standard,rear,no,0
